name,price,colors,plain_text_description,brand,height,color,material,base_type,weight,url
Hot Plate Charcoal Starter (Electronic Hookah Coal Burner) - 500 watt,Rs. 599.00,N/A,"
 
Power: 500W
Easy to handle
Easily portable
Easy to clean
Various Heat Operations
One Auto-thermostat
Non-Stick Coating
100mm Cooking Plate
Ignite charcoal instantly
Holds 5-8 charcoal (according to charcoal size)
 Now, you don’t have to wait long to ignite your hookah charcoal because this hot plate can instantly ignite your charcoal. You can ignite multiple charcoals at one time with this product. 

Coil:Hot plate has a high-grade non-stick coil which is powder-coated so, it can transfer the electric energy to heat energy easily and take less ignition time.

Qualities:This plate can hold and ignite 5 – 8 hookah charcoal at the same time. Depends on the charcoal size.

Ignition:The coil of this hot plate is designed to ignite your coal in approximately 5 minutes so you don’t have to wait long for your coal.

Dimensions: Measurements: (6""X6""X2"") Inches  Wire Length: 23"" Inches

 
 ",,,,,,,https://shopdop.in/products/hot-plate-charcoal-starter-electronic-hookah-coal-burner
Alsuhana Polo Magic Coal for Hookah - Single Roll,Rs. 55.00,N/A,"
 
Round shape magic coal
Quick light (even with a matchstick)
Generate dense smoke

Ignites quickly
Deposit low ashes
Finest experience of burning
Lasts till fully burned
Each piece of 35mm
1 Roll = 10 discs
 
 Alsuhana is the best-selling quick light polo magic charcoal in India. It comes in a yellow packet. 
 This premium charcoal is made with natural ingredients which are odorless and harmless. 
 

Quality: Alsuhana magic coal is prepared from natural ingredients which contain 0% chemical. The size of each disc is 35mm. It lasts till fully burned.

Ignite Quickly: Alsuhana polo magic coal ignite quickly. You can burn it event with a matchstick or a lighter also.

Easy to carry: You can easily carry this box anywhere to enjoy outdoor hookah sessions. Best for tour, trips and picnics purposes.
 
 ",,,,,,,https://shopdop.in/products/alsuhana-polo-magic-coal-for-hookah-pack-of-10-rolls-100pcs
Coco Manara Hookah Coconut Coal,Rs. 90.00,"['Pack of 27 Pcs', 'Pack of 48 Pcs', 'Pack of 72 Pcs']","
 What are its main points? 
100% Original
Good quality coconut charcoal
Pack of 48pcs
500g box
Good burning life
Chemical free & eco friendly
No trees were cut to prepare this product
Can be used for spiritual activities as well
Approx burning time is 45 minutes to 1 hour
 Why to buy it? 

Brand: 100% Original coconut shell hookah charcoal by Coco Manara.

Pack: Available in 500g pack which carries 48 cube form pieces.

Quality: Prepare from natural coconut shells and no trees were cut to prepare this coal.

Burning Time: It has good burning life approximately 45 minutes to 1 hour. Eco friendly product with zero chemicals.

Dimensions: The approx size of each cube coal is 2.3 * 2.3 * 2.3 cm.

Price: Highly selling product at a very decent price.
 
 ",,,,,,,https://shopdop.in/products/coco-manara-hookah-coconut-coal-500g-48pcs
Don Turkish Hookah Bowl / Chillum,"Rs. 1,350.00",N/A,"
 
100% Original Product
Imported shisha accessories
Easy to use, clean and carry
Made from natural clay with milk firing technology
Multi-hole chillum
Compatible with all types of hookahs
Trending hookah bowl
Can hold up to 15 grams flavor
 Don Turkish is a special edition hookah bowl that is now updated in our inventory. This shisha chillum is made with a special technology which is given below. 

Quality: Don Turkish is a high-quality bowl which is made from clay by using the milk firing technique. The milk is used to made this bowl to increase the lifespan of it. It allows a comfortable smoke in each session.

Portable/Compatible: The size of Don Turkish bowl is small and portable. You can easily carry it outside also for outdoor smoking sessions. This hookah bowl is compatible with all types of hookahs.

Flavor: This hookah bowl can hold up to 15-20gram flavor at once. The life of your flavor is higher in this chillum as compared to other bowls.
 
 ",,,,,,,https://shopdop.in/products/don-turkish-hookah-bowl-chillum
Kong Bubble Killer Hookah Phunnel Bowl,"Rs. 3,999.00",N/A,"
 What are its main features? 
100% Original
Imported bowl
A perfect fit for any authentic HMD
Sturdy and versatile bowl
Each item is unique
Each bowl will hold approx. 18-22 grams of flavor
Has 4 bigger holes plus the lesser one in the center
Exclusively available in India
 Kong BUBBLE killer hookah bowl is a hand-made killer hookah bowl with 5 holes flat bottom. You will fall in love with it at first sight. A pure example of high-end craftsmanship. Each bubble of BUBBLE is hot bowels, which you can touch without any fear and use this killer to hammer a powerful hookah for yourself and your friends. Really offers you a tremendous experience of the session. 
 ",,,,,,,https://shopdop.in/products/kong-bubble-killer-hookah-phunnel-bowl
Ceramic Vortex Hookah Chillum / Bowl,Rs. 249.00,N/A,"
 
High quality ceramic material
Compatible with many heat management system
Easy to use, wash and clean
Left no awful smell after wash
Generate heavy and dense smoke
Absorbs high temperature of the heat
Long-lasting flavor burning time
Holds up-to 20-25gm of flavor
 
 Ceramic American Vortex is one of the attractive and designer chillums available at this site. This chillum has many qualities to create an exotic environment around you during your smoking session. 
 

Bowl Design: This ceramic chillum is a design bowl which doesn’t let your flavor to fall in a shisha base.

Heat Management: The ceramic material used in this chillum maintains a good heat flow and helps your flavor to burn for a long time.

No Awful Smell: This chillum is very easy to wash and clean. It didn’t allow previously used flavor fragrance to ruin your ongoing hookah session.

Capacity: American Phunnel ceramic chillum can hold up to 20-25gm of flavor.
 
   
 ",,,,,,,https://shopdop.in/products/ceramic-american-phunnel-hookah-chillum-bowl
Designer Ceramic Keen Hookah Phunnel / Bowl,Rs. 279.00,N/A,"
 
Ceramic made bowls
Compatible with all types of hookahs
Can be used with any heat management device
Latest collection updated
Single hole phunnel
Allows good smoke flow
Can hold up to 15-20g flavor at once
Looks perfect on any shisha
 Why to get it? 

Material: Designer Keen phunnel is fully made of high quality ceramic material. 

Design: Keen is a designer single hole phunnel which looks perfect on any hookah.

Compatible: This impressive phunnel is compatible with all types of long, small, mini hookahs.

HMD: Keen bowl can comfortably be used with mostly all types of heat management devices.

Flavor: At single use, this hookah bowl can hold up to 15-20gram flavor.

Colors: Presently, this bowl is available in multiple colors with different shades. Order will be processed as per color availability in our inventory.
 
 ",,,,,,,https://shopdop.in/products/designer-ceramic-keen-hookah-phunnel-bowl
Ceramic Oblako Hookah Phunnel Bowl / Chillum,Rs. 300.00,N/A,"
 
Easy to use
Easy to clean and carry
Ceramic made hookah phunnel
Left no awful smell after a proper wash
Produce heavy and dense smoke during the session
Single hole phunnel design
Can hold up to 25-30 grams flavor at once
Available in multiple colors
Order will be processed as per color availability
 
 Oblako Chillum is one of the premium and unique phunnel bowls available on our platform. It is a ceramic made hookah chillum/bowl with enamel coating. 
 

Single Hole Phunnel: Oblako is a single hole phunnel bowl. Its top is made up of ceramic and the upper portion is enamel coating material. It maintains a good heat flow and does not allow the flavor to fall in the base.

Compatible: Oblako phunnel bowl is compatible with all kinds of hookahs. It can easily be fitted on any shisha. You can use heat management devices also with this bowl.

Long Lasting: At once this phunnel can hold up to 25-30 gram of flavor and provide a long-lasting smoking session.

Dimensions:Height: 5 inchesDepth: 3 cm
 
 ",,,,,,,https://shopdop.in/products/ceramic-oblako-hookah-phunnel-bowl-chillum
Ceramic Khamoon Hookah Bowl / Chillum,Rs. 250.00,N/A,"
 
Easy to fit with all kind of hookahs
No residue smell after wash
Easy to clean and wash
Hold up to 20-25gm of flavor
Slow-burning of coal & long-lasting flavor
Order will be processed according to color availability
 Ceramic Khamoon hookah chillum is a very unique and innovative designer chillum. This chillum has many unique features to enhance your hookah smoking session. 

Material:This chillum is made with strong ceramic material which allows good flavorful dense smoke flow.

No Stinky Smell:This ceramic chillum is easy to clean or wash and didn’t allow previously used flavor fragrance to ruin your ongoing shisha session.

Quantity:Alshan Khamoon chillum can hold 20-25gm of flavor in a bowl. So, you can enjoy long-lasting shisha session.

Dimensions:Height: 4 inches (approx), Width: upper: 4inches 
(approx) Lower: 1.5 inches Depth: 1 Inch
 
 ",,,,,,,https://shopdop.in/products/ceramic-khamoon-hookah-bowl-chillum
Hydra Chillum / Bowl (Silicone Covered Clay),Rs. 399.00,N/A,"
 
Unique product
Silicone covered clay bowl
Easy to use, clean and wash
High-quality silicone coating
Clay bowl inside for long-lasting flavor
Kind of unbreakable (less risk of inside clay bowl breakage)
Generate heavy and dense smoke
Compatible with all types of hookahs
Can be used with both foil and kloud (HMS) as well

Colors: Red, Yellow, Blue, Green
Order will be processed as per color availability
 Hydra is one of the unique products available in our latest collection. It is a silicone-coated clay bowl with many benefits. It has many features which are explained below: 

Qualities: Hydra is a kind of unbreakable hookah chillum due to its heavy silicone coating but its inside clay bowl can break if fall from quite high. 

Compatible: This hookah bowl is compatible with all types of shisha. You can use Hydra chillum with foil and a heat management device (kloud) as well. 

Long-Lasting: One of the main features of this bowl is it provides long-lasting life to flavor. There is a multi-hole clay bowl inside this bowl which produces heavy smoke.

Portable: You can easily wash and carry this bowl. Its silicone coating helps you to hold it normally during the session.

Dimensions:Height: 4.5 inchesUpper Width: 4 inchesDepth: 2 cm

Colors: This bowl is available in multiple colors such asGreen, Blue, Yellow, Redetc. 
 
 ",,,,,,,https://shopdop.in/products/hydra-chillum-bowl-silicone-covered-clay
Khalil Hookah Clay Chillum / Bowl,Rs. 89.00,N/A,"
 Compatible with any hookah 
 
Absorbs good amount of heat
No awful smell after cleaning
Can be used with HMD
Generate Dense Smoke
Holds up-to 10-15gm of flavor
 
 This chillum is basically the medium size version of Khalil Mamoon Hookah Clay Chillum. Also, it is easy to carry a product that comes with antique and elegant design. Such kind of products is made by skilled craftsmen. This product comes with the great fitting with all kinds of hookahs. 
 

Heat Resistance:The clay material of this chillum is designed to absorb high temperatures which save flavor from heat. It allows good heat flow from charcoal and produces dense smoke.

No Awful Smell:You can easily clean or wash this chillum and didn’t allow previously used flavor fragrance to ruin your ongoing shisha session.

Dimensions:Upper: 3.5 inches Lower: 1.25 inches Depth: 1inches
 
 Video:- 
       


 
 View this post on Instagram

 
   

  

   

   
A post shared by Hookah Order Online @ shopdop® (@shopdop.in)
 
  
 ",,,,,,,https://shopdop.in/products/khalil-mamoon-hookah-clay-chillum-bowl
Don Pirate Phunnel Hookah Bowl / Chillum,"Rs. 1,550.00",N/A,"
 
100% Original product
Imported hookah bowl
Made in Russia
Made of natural clay
Unique design (skull & two revolvers)
Multi-hole bowl
Heavyweight shisha accessory
Easy to use, clean & carry
Compatible with all types of hookahs
Can be used with klouds as well
Hold up to the 15-20gram flavor
 Don Pirate is a limited and special edition totally different hookah phunnel bowl. The design and material of this bowl are just magnificent.  Let's discuss more about its features: 

Quality: Don Pirate Phunnel hookah bowl is made up of natural clay which is covered with food glaze on the top. It has a thick, straight wall and a flat bottom. It is a multi-hole bowl.

Design: One of the impressive features of the Pirate bowl is its design. It shows the leg which is in the shape of a skull with two revolvers. An adventurous product with a unique design. 

Compatible/Portable: Don Pirate hookah bowl can easily be used with all types of hookahs. You can apply a heat management device (kloud) as well on the top of this phunnel.

Flavor/Smoke: At once this bowl can hold up to 15-20gram flavor. It will give you the best smoking session for a long time. 
 
 ",,,,,,,https://shopdop.in/products/don-pirate-phunnel-hookah-bowl-chillum
Don Gargoyle Phunnel Hookah Bowl / Chillum,"Rs. 1,550.00",N/A,"
 
100% Original
Imported hookah bowl
Made in Russia
Made with glazed ceramics
Amazing product for a long hookah session
Compatible with all types of hookahs
Can be used with heat management devices (klouds) as well
At once can hold up to the 15-20gram flavor
 Don Gargoyle is a luxurious and premium look hookah bowl which is now available in stock. It is a 100% original product which is directly imported from Russia. Let's check out its other features: 

Quality: Don Gargoyle hookah bowl is made up of high-quality glazed ceramic material. The design of this chillum is specially designed by experts. It is also popular with the name of""Killer Bowl"".


Portable/Compatible: Don Gargoyle hookah bowl is easily compatible with all types of hookahs. You can use klouds (heat management device) as well with this bowl.

Flavor: At once it can hold up to 15-20gram flavor. It will surely give you a long-lasting smoking session. 
 
 ",,,,,,,https://shopdop.in/products/don-gargoyle-phunnel-hookah-bowl-chillum
Don Solo Phunnel Hookah Bowl / Chillum,"Rs. 1,550.00",N/A,"
 
100% Original product
Imported hookah bowl
Made in Russia
Phunnel shape bowl
Made from glazed ceramics 
Handpainted with paintbrush & airbrush
Easy to use, clean and carry
Can hold up to 15-20 gram flavor at once
Allows comfortable smoke
 Don Solo is an elegant phunnel shape hookah bowl. All Don hookah bowls are 100% original and imported from Russia.  Don Solo is one of the highest demanding hookah bowls from our valuable premium customers. 

Quality: Don Solo Phunnel bowl is made up of top-quality glazed ceramics. It is made of faience and covered with food graze on top. Another key point of this bowl is, it is handpainted with an airbrush and paintbrush.

Phunnel Bowl: It is a phunnel shape bowl which can hold up to 15-20gram flavors as well. There is one hole in it so your flavor would not fall in your shisha base.

Compatible/Portable: It is a portable device which can easily be carried outside as well. Don Solo bowl is compatible with all types of hookahs and klouds as well.
 
 ",,,,,,,https://shopdop.in/products/don-solo-phunnel-hookah-bowl-chillum
Don Destiny Hookah Bowl with Glass,"Rs. 2,850.00",N/A,"
 
100% Original Product
Imported shisha bowl
Made of glazed ceramics
Free cup in the box
Absorbs a good amount of heat
Phunnel Shape
Unique and fancy design
At once can hold up to 20 flavors
 
 ",,,,,,,https://shopdop.in/products/don-destiny-hookah-bowl-with-glass
Crystal Silicone Hookah Chillum – Blade Design Phunnel Bowl,Rs. 349.00,N/A,"
 
Compatible with every hookah and HMD
No need of a bowl grommet
Easy to clean and wash
No residue smell after cleaning
Allow good heat flow from the charcoal
Blade design holds 15-20gm of flavor
Made with high-quality glass and silicone material
Available in multiple colors
Order will be processed according to color availability
 Crystal Silicone chillum is one of the best-selling chillums in the market. It enhances your shisha experience with its countless features. You can use this chillum with any hookah and there is no need for any bowl grommet. 

Bowl Design:Bowl of this chillum is made with high-quality glass with a blade design which can hold 15-20gm of flavor. Bowl is specially designed for every HMD and allows good heat flow from charcoal This bowl design also protects your flavor from falling into a shisha base.

No Stinky Smell:You can clean or wash crystal silicone chillum very easily and it didn’t allow previously used flavor fragrances to ruin your ongoing shisha session.

Heat Resistance:Crystal Silicone Chillum can absorb a huge amount of heat which helps your flavor to burn last long and give good smoke flow.

Dimensions:Top Dimension: 8.2cm

 Bottom Dimension: 4cm Height: 2cm Depth: 2cm 
 ",,,,,,,https://shopdop.in/products/crystal-silicone-hookah-chillum-blade-design-phunnel-bowl
Retro Phunnel Hookah Bowl - Terracotta Chillum,Rs. 249.00,N/A,"
 What are its key features? 

Material: Upper Ceramic & Base Terracotta
Compatible with every hookah
Easy to wash and clean
No residue smell after wash
High-quality ceramic face
Premium terracotta material chillum
Absorb a good amount of heat
Long-lasting flavor burning time
Holds up to 20-25 gm of flavor
Can be used with any HMD
 Why to buy it? 

Trendy: Design of the Retro phunnel is very trendy. It looks very beautiful on any kind of hookah.

Material: The upper portion of Retro hookah is made of ceramic and its base is made of terracotta.

Heat Absorbs: It absorbs a good amount of heat and allows a good smoke flow.

Compatible: Retro phunnel is compatible with mostly all types of hookahs and heat management devices.

Flavor: At once, you can fill 20-25gram flavors for the session.

Price: Economic price range.
 
 ",,,,,,,https://shopdop.in/products/retro-phunnel-hookah-bowl-terracotta-chillum
Oduman Ceramic Magic Bowl Hookah Chillum,Rs. 799.00,N/A,"
 
Easy to wash and clean
Unique color changing concept
High quality ceramic material
Leave no residue smell after wash
Doesn’t let flavor to fall in shisha base
Provides dense and heavy smoke
Compatible with Oduman Ignis
Hold up to 25-30gm of flavor
100% original and genuine product
Made in Turkey
 As we all know that Oduman is one of the world’s leading brands in the hookah industry which deals with world-class shisha products and accessories. Oduman ceramic magic bowl hookah chillum is a unique hookah bowl which changes its color from black to white when chillum is hot and you can see emoji on chillum also. 

Quality:This ceramic chillum is made with high quality ceramic material which has high heat absorbing qualities. Unique color changing technology makes it different from another chillum.

Design:Oduman Ceramic Magic Bowl Hookah Chillum is a single phunnel bowl that allows a good smoke flow and delivers a flavorful dense smoke. This single phunnel design doesn’t allow flavor to fall in shisha base.

No Awful Smell:You can easily wash and clean this chillum. This chillum doesn’t allow previously flavor smell to ruin your ongoing shisha session.

Capacity:Oduman Ceramic Magic chillum can easily hold up to 25-30gm of flavor in a bowl.
 
 ",,,,,,,https://shopdop.in/products/oduman-ceramic-magic-bowl-hookah-chillum
Skull Shape Ceramic Hookah Bowl / Chillum,Rs. 299.00,N/A,"
 
Easy to clean and wash
No residue smell after wash
Doesn't let flavor to fall in hookah base
Hold up to 20-25gm of flavor
Easy to fit with all kind of hookahs
   Skull hookah chillum is a very unique and innovative designer chillum and the skull design makes it attractive. This chillum has many unique features to enhance your hookah smoking session. The vortex phunnel design of this chillum doesn't let flavor to fall in shisha base. 

Material:This chillum is made with strong ceramic material which allows good flavorful smoke flow for denser smoke while smoking.

No Stinky Smell:This ceramic chillum is easy to clean or wash and didn’t allow previously used flavor fragrance to ruin your ongoing shisha session.

Quantity:Skull chillum can hold 20-25gm of flavor in a bowl. So, you can enjoy long-lasting shisha session.

Dimensions:Height: 4 inches, Width: upper: 4 inches Lower: 1.5 inches Depth: 1 Inch
 
 ",,,,,,,https://shopdop.in/products/skull-shape-ceramic-hookah-bowl-chillum
Oduman Basic Ceramic Shisha Bowl Hookah Chillum,Rs. 999.00,N/A,"
 
Easy to wash and clean
High quality ceramic material
Leave no residue smell after wash
Doesn’t let flavor to fall in shisha base
Provides dense and heavy smoke
Compatible with Oduman Ignis
Hold up to 25-30gm of flavor
100% original and genuine product
Made in Turkey
 
 As we all know that Oduman is one of the world’s leading brands in hookah industry which deals with world-class shisha products and accessories. 
 

Quality:This ceramic chillum is made with high quality ceramic material which has high heat absorbing qualities.

Design:Oduman Basic Ceramic Shisha Bowl is single phunnel bowl that allows a good smoke flow and delivers a flavorful dense smoke. This single phunnel design doesn’t allow flavor to fall in shisha base.

No Awful Smell:You can easily wash and clean this chillum. This chillum doesn’t allow previously flavor smell to ruin your ongoing shisha session.

Capacity:Oduman Basic Ceramic Shisha Bowl can easily hold up to 25-30gm of flavor in a bowl.
 
 ",,,,,,,https://shopdop.in/products/oduman-basic-ceramic-shisha-bowl-hookah-chillum
German Clay Hookah Chillum,Rs. 99.00,"['1', '2']","
 
Premium Clay chillum is made with natural clay which provides excellent heat resistance and protects your flavor from heat. 

Lower dimension - 5 cm
Upper Dimension - 7 cm
5 holes
Clay material
Flavor qty.: 20-25 easily
Good flavors lasts long upto 1.5 hours

Works best with foil (double sheet recommended)

 
 
DRMA HMD Device compatible
Mostly used in Cafes and Bars
Easy to wash and clean
German Made
Long-lasting burning of Flavor
One of the Best Clay Chillum in Market
Hold up to 20-25gm of flavor
 
 This chillum has many qualities listed below. 
 

Compatibility: This chillum is compatible with every hookah and heat management system.

No Awful Smell: This clay chillum is easy to clean or wash and didn’t allow previously used flavor fragrances to ruin your ongoing shisha session.

Quantity:This clay chillum can hold up to 20-25gm of flavor which provides long-lasting shisha sessions.

Dimensions: Height: 3.75 inches Upper Width : 2.5 inches Lower Width : 1.75 inches Depth: 1 cm

 
 ",,,,,,,https://shopdop.in/products/premium-german-clay-chillum-bowl-for-hookah
Oduman Carbo-One Hookah Bowl plus Heat Management System,"Rs. 4,000.00",N/A,"
 
Made in Turkey
Easy to handle
Need very little charcoal rotation
Reduce ash and chemical gases that pass from charcoal
Create a nice gap b/w flavor & charcoal
Help to produce smooth and dense smoke
Long-lasting shisha session
Hold 1 coconut charcoal
Long lasting flavor burning time approx. 1hr
Premium quality high allow and aluminum product
 
 Oduman Carbo-One Hookah Bowl plus HMD is one of the premium hookah products. Carbo-One can hold both flavor and charcoal in it and gives you a long-lasting hookah smoking session. 
 

Bowl: The flavor bowl of Carbo-One is made with high-quality aluminum and alloy.

Silicone Seal: Temperature-resistant silicone long seal that ensures a secure attachment to hookah.

Lid: Unique design lid let oxygen to pass in charcoal and unwanted gasses out from the charcoal.

Flavor Sheet: Flavor sheet made of multi-channel 304 quality stainless steel which provides equal heat on flavor

Heat Flow: Oduman Carbo-One deliver a good heat flow between charcoal and flavor. This also extends the life of flavor and gives you a long-lasting dense smoking session.
 
 How to install video? 
 












View this post on Instagram























A post shared by Hookah Order Online @ shopdop® (@shopdop.in)

 
  
   
 ",,,,,,,https://shopdop.in/products/oduman-carbo-one-hookah-bowl-plus-heat-management-system
og Small Size Clay Chillum for Hookah,Rs. 89.00,N/A,"
  
 
Compatible with any hookah
High-quality clay material
Easy to handle, wash and clean
No residue smell after wash
Tiny Mitti Bowl
Absorb huge amount of heat
Long-lasting flavor burning time
Holds up-to 30-35gm of flavor
 
 

Design:og Clay chillum has four holes in the middle which can maintain good heat flow and doesn't allow the flavor to fall in shisha base.

Heat Management:It is made with high-quality clay which can absorb huge amounts of heat and save flavor from heat.

No Awful Smell:It is easy to wash and clean. This chillum didn’t allow previously used flavor fragrance to ruin your ongoing shisha session.

Capacity: og Clay chillum can hold up-to 20-25gm of flavor.
 
 Video 
       


 
 View this post on Instagram

 
   

  

   

   
A post shared by Hookah Order Online @ shopdop® (@shopdop.in)
 
  
 ",,,,,,,https://shopdop.in/products/og-small-size-clay-chillum-for-hookah
COCOYAYA Basic Ceramic Chillum,Rs. 60.00,N/A,"
 
Compatible with every hookah
Easy to wash and clean
No residue smell after wash
High quality ceramic material
Absorb good amount of heat
Egyptian style bowl
Long-lasting flavor burning time
Holds up-to 20-25gm of flavor
 

Bowl Design:COCOYAYA Basic Ceramic chillum has five-hole in middle which can maintain good heat flow and doesn't allow the flavor to fall in shisha base.

Heat Management:This chillum is made with high-quality ceramic material that can absorb a good amount of heat and save flavor from heat.

No Awful Smell:This chillum is very easy to wash and clean. This chillum didn’t allow previously used flavor fragrance to ruin your ongoing shisha session.

Capacity:COCOYAYA Basic Ceramic chillum can hold up-to 20-25gm of flavor.
 
 ",,,,,,,https://shopdop.in/products/cocoyaya-basic-ceramic-chillum
COCOYAYA Basic Clay Chillum,Rs. 60.00,N/A,"
 
Compatible with every hookah
Easy to wash and clean
No residue smell after wash
High-quality clay material
Absorb huge amount of heat
Traditional style bowl
Long-lasting flavor burning time
Holds up-to 20-25gm of flavor
 

Bowl Design:COCOYAYA Basic Clay chillum has five-hole in the middle which can maintain good heat flow and doesn't allow the flavor to fall in shisha base.

Heat Management:This chillum is made with high-quality clay which can absorb huge amounts of heat and save flavor from heat.

No Awful Smell:This chillum is very easy to wash and clean. This chillum didn’t allow previously used flavor fragrance to ruin your ongoing shisha session.

Capacity:COCOYAYA Basic Clay chillum can hold up-to 20-25gm of flavor.
 
 ",,,,,,,https://shopdop.in/products/cocoyaya-basic-clay-chillum
Flake Ceramic Chillum for Hookah,Rs. 249.00,N/A,"
 
Easy to wash and clean
High quality ceramic material
Single phunnel bowl design
Designed to produce dense smoke
Absorbs a large amount of heat
Long-lasting flavor burning time
Holds up to 20-25gm of flavor
Available different colors & shades
 Flake Ceramic Chillum is a very premium and high-quality chillum which is specially designed to produce dense and heavy smoke. 

Bowl Design:Flake Ceramic chillum is a single hole phunnel bowl design which doesn’t let your flavor to fall in shisha base and provides dense flavorful smoke.

Decorative: Fancy hookah phunnel with various designs.

Quality:High quality ceramic material is used in Flake chillum which can absorb huge amount of heat and protect your flavor from heat.

Capacity:Flake ceramic chillum can hold up-to 20-25gm of flavor.
 
 ",,,,,,,https://shopdop.in/products/flake-ceramic-chillum-for-hookah
Symphony Phunnel Terracotta Hookah Chillum – Ceramic face,Rs. 249.00,N/A,"
 
Compatible with every hookah
Easy to wash and clean
No residue smell after wash
High-quality ceramic face
Premium terracotta material chillum
Absorb a good amount of heat
Long-lasting flavor burning time
Holds up-to 15-20gm of flavor
 

Bowl Design:Symphony Phunnel Terracotta Hookah Chillum bowl is made with high-quality ceramic material and has phunnel design that maintains good heat flow and doesn't allow the flavor to fall in shisha base.

Heat Management:This chillum is made with high-quality ceramic and terracotta material that absorbs a good amount of heat and save flavor from heat.

No Awful Smell:This chillum is very easy to wash and clean. This chillum didn’t allow previously used flavor fragrance to ruin your ongoing shisha session.

Capacity:Symphony Phunnel Terracotta Hookah Chillum can hold up-to 15-20gm of flavor.

Dimension:Height: 4inches

 
 ",,,,,,,https://shopdop.in/products/symphony-phunnel-terracotta-hookah-chillum-ceramic-face
Xamsari Vitria Silicone Hookah Chillum,Rs. 399.00,"['Red', 'Blue', 'Black']","
 
Premium quality Phunnel Chillum 
Made with silicone and crystal glass
Easy to wash and clean
HMD compatible
Single phunnel bowl style
Removable glass insert
Designed to deliver dense smoke
Premium food grade silicone chillum
Hold 20-25gm of flavor
 
 

Phunnel: Xamsaris Vitria Silicone chillum has a single phunnel design which don’t let your flavor to fall in shisha base. The single phunnel design allows good smoke flow.

Removable glass: This chillum has removable glass that holds flavor in it and prevents the flavor from fall outside the chillum.

No residue smell: You can easily wash and clean this chillum and food-grade silicone don’t let previous flavor fragrance to ruin your ongoing shisha session.

Capacity: Xamsaris Vitria Silicone chillum can hold up to 20-25gm of flavor.

Dimension: Height: 3.75inches

 
 keywords - simsaris vitria- kaloud silicon chillum- simsari chillum- simsari bowl- original simsari head - buy original simsari chillum in India 
 ",,,,,,,https://shopdop.in/products/xamsari-vitria-silicone-hookah-chillum
og Hobo Hookah - Portable Hookah,Rs. 999.00,"['Silver', 'Red', 'Brown', 'Blue', 'Golden', 'Black']","
 Popularly known as hobo set, some people say it hobo hukka as well. It helps in converting any bottle into hookah, jack daniels, blue label, black label, balentines, bisleri, pepsi, wine, etc.  
 
Easy to wash and clean
Easy to handle
Easily Portable
Easy to fit on any bottle
High grade metal material
Premium quality silicone grip
Available in different colors
Order will be processed according to color availability
 
 og Hobo Hookah is a very innovative and unique designed hookah that has many qualities to enhance your hookah smoking session. 
 

About: og Hobo Hookah is made up of high-quality metal and silicone grip which can be easily fitted on any bottle and you can enjoy your hookah session any time.

Stem: Hobo hookah stem is designed to provide you a heavy and dense smoke sessions

Portability: You can easily carry this hobo set anywhere and enjoy your hookah session anytime.
 
  
  
 ",,,,,,,https://shopdop.in/products/og-hobo-hookah-portable-hookah
og Micro Lite Acrylic Hookah,Rs. 729.00,N/A,"
 What are its key highlights? 
Small hookah
Portable design (easy to carry)
Acrylic base
Pre-fitted diffuser with an acrylic stem
Dense smoke producer
German clay bowl
PVC hose for easy smoke flow
Perfect for travel purposes
Available in different colors
 Why to get it? 

Portable: og Micro Lite is the small version ofog Micro hookah. It is easy to carry and perfect for travel purposes.

Acrylic: The base of og micro lite hookah is totally acrylic made. You can say it as an unbreakable kind of hookah.

Diffuser: A pre-fitted acrylic diffuser is available in it with an acrylic down stem.

Clay Bowl: Most popular German clay bowl is given with it.

Hose/Pipe: A high quality PVC hose is given with it for easy smoke flow.
 
 ",,,,,,,https://shopdop.in/products/og-micro-lite-acrylic-hookah
Original Union Argument Hookah,"Rs. 39,999.00",N/A,"
 What are its key features? 
100% Original
Imported from Russia
Design like a baseball bat
Very heavyweight
Stainless steel body
Easy to grip & carry
Not for hitting or fighting purposes
Generate a good amount of smoke
 Is it worthy? 

Modern: If searching for anything luxurious and fancy then Union Argument hookah is worthy for you.

Imported: 100% Original hookah imported from Russia.

Body: Its high quality stainless steel and heavy body make it worthy.

Not for Fight: The main purpose of this model is hookah only. Please do not use it for hitting or fighting purposes.

Hose: Silicone hose with decent handle is available with it.

Bowl: Now any bowl is included with this monster shisha.
 
 ",,,,,,,https://shopdop.in/products/original-union-argument-hookah
MYA Chico Original Hookah,"Rs. 2,149.00","['Red', 'White', 'Dark Blue', 'Olive Green', 'Black', 'Light Purple', 'Amber']","
  
 What are its key features? 
 
100% Original
Latest model by MYA
Fully Acrylic stem
Pentagon style wide glass base
Fancy Design
Leather coated hose
Ceramic bowl
Easy to use and carry
 
 Why to get it? 
 

Model: Latest model by MYA with the name of Chico hookah. 100% original MYA product.

Design: MYA Chico hookah comes with the latest design.

Base: The base of MYA Chico hookah is specially designed in pentagon style.

Stem: One of the unique features of this amazing model is its unique acrylic stem.

Bowl: Traditional ceramic bowl is available with Chico hookah.

Hose: Decent length leather coated hose is available with it.
 
 Video:- 
   
 












View this post on Instagram























A post shared by Hookah Order Online @ shopdop® (@shopdop.in)

 
  
   
 ",,,,,,,https://shopdop.in/products/mya-chico-original-hookah
